neu,: รหัสตัวแรงครั้งแรกใน SUV ของค่าย มากับเครื่องยนต์เบนซิน 2.7 EcoBoost เทอร์โบคู่ 335 แรงม้า 515 นิวตันเมตร เกียร์อัตโนมัติ 8 จังหวะ ขับเคลื่อน 4 ล้อ
neu,มาสด้า3ดาวกี่บาทคับ
q,มองว่าไงถ้าเทียบกับ HRV และ Subaru XV
neg,ตอนแรกอยากได้ jazz ไปๆมาๆ แม่บอก พ่อขับไม่มรถมันเล็ก เอาคันที่ขับได้ทั้งครอบครัว จบที่ civic จ้า งงๆไปอีก
neu,#รถในฝัน! อยากได้จัดให้.. โตโยต้า ใจป้ำมอบรถในฝันโตโยต้าฟอร์จูนเนอร์รุ่นท็อปราคา 1.7 ล้านให้ศรีสะเกษ 1 คัน กำหนดมอบวันเสาร์ที่ 3 มี.ค.นี้ที่ค่ายนครหลวงโปรโมชั่น
neu,ซื้อแจสขับดีก่าแบบนั้ย
neg,6-7 แสนให้ออกวีออส เหรอ ผมคนหนึ่ละไม่เอาแน่ เอาเงินไปซื้อ เบนซ์ E220 cdi มือ2 ปี 2004 -2008 มาขับดีกว่า ครับ
neg,ในขณะที่ Mazda Thailand ส่งหมายเรียกลูกค้า... ให้ไปขึ้นศาล ในฐานะจำเลย พร้อมเรียกร้องให้ชดใช้ 95 ล้านบาท ทั้งๆที่เหตุเกิดจากรถที่ตัวเองขายนั้นไม่ได้มาตรฐาน และเกิดปัญหา ผมเพิ่งเป็นลูกค้ามาสด้าได้ครึ่งปี... ซื้อ mazda 2 ดีเซลตัวท็อป กำลังจะผ่อนหมดในอีกไม่นาน และเคยคิดว่าจะซื้อ cx-5... แต่ตอนนี้ไม่แล้ว คงบ๊ายบายค่ายนี้อย่างจิงจัง เพราะไม่นึกว่าผู้บริหารจะกระทำการที่ไร้สามัญสำนึกได้ถึงขนาดนี้ ขนาดฟอร์ด... เค้าโดนร้องเรียนเรื่องเฟียสต้ามาขนาดไหน... ถึงจะแก้ปัญหาไม่ได้แต่ก็ไม่เคยมาฟ้องร้องลูกค้า... ความคิดพวกคุณนี่แม่งโคตรสกปรกเลย
neg,พี่เขยผมจะเอารีโว่แต่ไม่ผ่านแนน เลยเอาดีแมกแทน
q,ขอสอบถามเซลล์โตโยต้าหน่อยครับผม Toyota Yaris รุ่น Top ตอนนี้มีส่วนลดหรือของแถมอะไรได้บ้างครับ
q,ปิคอัพ โตโยต้า ไทเกอร์ แคป ราคาเท่าไหร่คับ
neu,นิสสันโน๊ต ดาวน์เท่าไรคะ
neu,รอ MG6 ตัวใหม่ อย่างหรู
neu,นี่แหละครับรถที่ใช่ ... คันที่อยู่แถวที่ 5 (นับจากแนวนอน) คอลัมน์ที่ 4 (นับจากซ้ายไปขวา)คือ ฮอนด้า ซีวิค แฮทช์แบ็ก ใหม่แน่นอน #EnjoyHondaThailand
neu,"เพิ่มแรงม้า ทางฝุ่น ลุยน้ำ ผ่านได้สบาย สนอร์คเกิลไอรอนแมน ISNORKEL050 Mitsubishi New Triton 2015+ ‘Ironman 4x4 Always with you ไอรอนแมน อยู่กับคุณทุกช่วงเวลา’ ""Ironman 4x4 ประสบการณ์ช่วงล่าง 60 ปี ไปได้ทุกที่พร้อมๆกับการท่องเที่ยวของคุณ"" 2018 60Years Ironman 4x4 Suspension together with your travel !"
neg,รบกวนถามคับ..ตอนนี้ผมใช้รีโว่2.4เป็นรถห้องเย็นผมรุสึกว่ารีโว่ซดกว่าแชมป์มากๆ..ผมเคยขับแชมป์มาก่อน..และมีคนแนะนำว่าให้เราไปจูนกล่องECUใหม่จะให้ประหยัดขึ้น..อันนี้จริงเท็จประการรบกวนขอความรู้เพิ่มเติมครับ..แล้วมีข้อดีข้อเสียอะไรบ้างครับ
pos,รักนิสสันครั้งหนึ่งชนกับแท็กซี่ๆเละเลยนิสสันไม่มีรอยเลยคนในรถปลอดภัยทุกคน
q,ขอรายละเอียด yaris ค่ะ
neu,เมื่อไหร่จะเอาแอคคอร์ด2018เขาไทยซะที?
neg,ดูความเร็วทางตรงอย่างเดียวไม่ได้จริงๆ ครับต้องดูความเร็วทางคดเคี้ยวด้วย jazz vios อาจแหกไปก่อนตั้งแต่โค้งแรกแล้วก็ได้
neu,นิสสัน เตรียมเปิดตัว จีที-อาร์ เจ้าของตำนานซูเปอร์สปอร์ตคาร์ อย่างเป็นทางการ ครั้งแรกสำหรับประเทศไทย ในงานมอเตอร์โชว์ ครั้งที่ 39 http://acarnewsonline.com/carbusiness/nissan-gt-r-2018
neg,เป็นคนเรียบๆ ง่ายๆ ไม่ชอบสีสันเยอะค่ะ เลี้ยงง่ายด้วยนะ สนใจเลี้ยงข้าวสักมื้อไหม ?#กลมกลืนมากกกกก #55555+#น้องเพชรชมพู#nissan #note #baeng_priklao #แบงพริกลาว
neu,สำหรับนิสสัน โน๊ต สามารถคลิกอ่านได้ที่ https://www.nissan.co.th/offers/nissan-note.html
neg,เครียดสุดก็ค่าน้ำมันกะค่าทางด่วนนี่แหละ โดนแม่ผลัก camry มาให้ขับ คือแบบ แก เงินเดือนเด็กจบใหม่ จ่ายค่าน้ำมัน camry…
neg,คนบ่นไม่ซื้อ คนซื้อไม่บ่น เจาะความแพง FORD RANGER RAPTOR: บ่นกันเยอะเรื่องราคาที่แพงแสบตับ…
pos,ไครว่าสี Honda บางมั้งคับโดนหินดีดนิดเดียวแม่งลอกเป็นแผ่นเทียบกัน nissan almera อีกคันที่บ้านใช้มา 5 ปีไม่มีแม้กระทั้งรอยหินดีด
neu,แล้วแต่จะมองครับ เพราะต้องรอดูการปรับจูนหน้างานอีกรอบว่า ออกจากศูนย์เป็นยังไง อัตราเร่ง/น่ำมัน/ความทน แต่ถ้าเทียบกับเครื่องเดิมๆ ยาริสกินขาดเรื่องเครื่อง ส่วนมาสด้า2ได้แต่ประหยัดน้ำมัน เครื่องตัวนี้คงต้องรอดูเทสไดร์/รีวิวอีกที ถ้าเครื่องเดิมเกียร์เดิม ผมว่าเป็นรอง
neu,#เริ่มแล้วนะคะ🎉🎉 👉งานเปิดตัว All New Suzuki Swift 2018 สปอร์ตคอมแพ็กคาร์มาตรฐานระดับโลก😍😍 👉ที่โชว์รูมกิจตรงออโตโมบิล ซูซูกิอุบลราชธานี (ห้วยคุ้ม)ทางไปอำนาจเจริญ 😛 #มาร่วมงานกันเยอะๆนะคะ 😍😍 👉ติดตามดูไลท์สดได้ที่เพจนะค่ะ📸📺📷
neg,คล้ายๆ yaris ใหญ่กว่านิดนึงแต่ด้านหลังอึดอัดมากแคบด้วยไปดูมาแต่สวย
pos,All-New Toyota RAV4 เตรียมเปิดตัวที่นิวยอร์กปลายเดือนมีนาคมนี้
neg,พอพูดถึงรถยนต์แล่วคิดถึงแฟนเก่าเลยค่ะ อิสัส ออกมาสด้า2มาให้กูนั่งเป็นตุ๊กตาหน้ารถได้3เดือน ไล่กูลงรถเฉยจ้าาาาา ไม่…
neu,ราคานี้ คงจะขายยาก เพราะซื้อ คัมรี่ ได้ถึง 2 คัน
neu,เหมือนรีโว่เลยครับ
neu,กุญแจ นิสสันมาร์ช สั่นเลยทีเดียว
pos,ราคานาทีทองNissan Teana 200xl ปี2011
neg,จะเอาแรงไปไหนครับเครื่อง ลัมโบเมืองนอกขี่ในเมืองได้แค่60 นอกเมือง90 ทางไฮย์เวย์120 ได้ยินแต่เสียงท่อ แต่ก็ไปถึงที่หมาย พอๆกับวีออส
neg,ต้องสมัครพันทิปไว้แล้วล่ะ รออ่านดราม่า mazda 2 ของนี่กับศูนย์ได้เลย
neu,นาวาร่าเทียบดีแม็ก
neu,Toyota Altis มีขนาดเล็กที่สุด
neg,ออกแบบได้ลงตัวมาก ภายในสวยหรูดี ปุ่มไม่เยอะจนตาลาย... เครื่องยืดหนุ่นแรงม้าได้แบบนี้ขับมันส์ ทั้งประหยัดด้วย เยี่ยม.. ราคาล่ะคราวนี้ ถ้ากดลงมาได้สัก ล้านสองกว่า ตัวเริ่มต้น ยันล้านหก ผมว่ามีอนาคตแน่ๆ เพราะ คู่แข่ง ทั้งแคมรี่ แอคคอร์ด ไม่ประทับใจเลย
neu,555555555 อาจจะรีจิสเต่อตัวเองลงแอพ เวลาใครต้องการ เหยีบพรีอุสไปเลย 🤣🤣🤣🤣
pos,ชุดแต่งส่งตรงจากโรงงานของ Nissan Titan ที่หล่อขึ้นเป็นกอง!! แถมใส่ง่ายใช้เวลาติดตั้งไม่ถึง 4 ชั่วโมง!!
pos,ชื่นชอบcivicตลอดกาลโฉบเฉียวทุกการขับขี่หลงรักเลย
neu,สวยกว่าแคมรี่
neu,มีของนาวาร่า D40 ไหมคับ
neg,Dmax G1 ที่บ้าน 15 ปีเครื่องเดิมๆไม่เปลี่ยนไม่เคยมีปัญหา ซื้อใหม่อีกคันสงสัยคงต้องเอา Dmax กลับมาพิจารณาใหม่
pos,ต้องยอมรับเลย Dmaxโฟกัสได้ตรงจุดผู้บริโภค ยอดเลยที่1
neg,อยากให้ #TOYOTA ปรับเรื่องไฟหน้า FORTUNER ด้วยครับไฟหน้า ทำมาได้สุดทีน จริงๆครับเปิดธรรมดาก็แสบตามากพอแล้ว เจอบ้างคันเปิดไฟสูงมาลงข้างทางอย่างเดียวครับ อีกรุ่นครับ #MITSUBISHI. #ปาเจโร ไฟหน้ามาแบบ เพื่อนร่วมทางนี้หงายท้องเลยทีเดียวเชียว มันจะทำให้เจ้าของรถโดนเกลียดขี้หน้าไปด้วยทั้งๆ ทีซื้อมาเดิม เค้าจะมาโดนคนอื่นให้พร ตลอดทางเพราะรถ เอานะครับ.
pos,ชอบครับ รถในฝันเลยครับ Honda Accord ไปจองมาเรียบร้อยแล้วครับ
neu,นึกว่า มาสด้า 2 น่าจะทำให้แตกต่าง..สมราคา นะครับ
neu,ตูดเหมือนมาสด้าเลย
neg,รถเพื่อนผมสรุปคือเครื่องน็อควิ่งจากชลบุรีไปไม่ถึงบ้านเคว้งคว้างกลางทางไปไหนต่อไม่ได้แถมเสียเงินค่าลากรถเข้าศูนอีกคนที่ใช้แล้วไม่พังก็ไม่ต้องมาว่าเจ้าของเม้นเขาหรอกเพื่อนมันใช้มาสด้าบีที50จนเก่าเห็นฟอร์ดสวยเท่มันก็เอาบีทีไปเทินทั้งที่หมดงวดแล้ว4*4ล้านกว่าบาทจ่ายค่างวดไป4เดือนกลับปีใกม่รถพังแล้วถามว่ารถคันล้านกว่ายังต้องมาเสี่ยงดวงอีกหรือไงแล้วถ้าบอกว่าขับไม่เป็นถึงพังแล้วยี่ห้ออื่นใช้จนหมดงวดทำไมไม่พังวะคิดสิคิดนึกถึงตัวเองก็ได้ถ้าเป็นเราจะรู้สึกยังไงออกรถใหม่ราคาหลักล้านแต่ต้องมาใช้รถลากเข้าศูน ทั้งๆที่สภาพรถดูแล้วยังใหม่เอี่ยมเงาวับอยู่เลยแต่ขับไม่ได้แถมต้องพาครอบครัวมานั่งกินข้าวลิงอีกโหคิดแล้วทั้งเหนื่อยทั้งท้อนะแบบนี้รถใครไม่พังคือคนโชคดีแต่ของคนที่เขาพังคือเขาโชคร้ายจะมาว่าเขาขับไม่เป็นมันก็เกินไป
neu,ขับฮุนได h1 ด้วย
neu,เปิดตัว Honda Gold Wing 1800 รุ่นปี 2018 ใหม่ ฟูลโมเดลเชนจ์ครั้งแรกในรอบ 17 ปี พร้อมฟีเจอร์เทียบชั้นรถเก๋ง เคาะเริ่ม 7 แสนปลายที่ญี่ปุ่น
neu,ไม่มีDmaxให้ทดสอบค่ะ
pos,นิสสันตัวนี้สวย ทันสมัยจริงๆ ค่ะ สมรรถนะยอดเยี่ยม สนใจจองได้เลย
pos,มีนิสสันซิลฟี่หรือไม่ครับ
pos,ช่วงนี้ กระบะนาวาร่า เจ๋งสุด ดังสุด
pos,มาแล้ว นิสสัน เทอร์รา SUV แบบตัวถังแชสซีส์รุ่นแรก และเป็นระบบขับเคลื่อน 4 ล้อ เป็นอีกรุ่นหนึ่งที่น่าใช้มากๆ ค่ะ
neu,เหมือนมึงซื้อวิออสมา ข่มเพื่อนบ้านที่ขับแคมรี่อะ 👎🏽👎🏽
neu,Vdo เปิดตัว Ford Ranger Raptor ในงาน Motor Show 2018
neu,Suzuki SV650X BG Fc. 1 -1 treo
neu,เอ็มจีรังสิตปทุมธานี📍 แคมเปญดีๆ🎉 โปรโมชั่นพิเศษ ต้องการเทสทดสอบรถ เข้ามาได้เลยค่ะ
neg,ผมชอบเค้าออกแบบท่อไอเสียมากๆเลยครับ คนออกแบบยังกะจบแค่ป.6 แต่งวดนี้ดีนะที่ไม่โฆษณาว่าเป็นผู้นำด้านเทคโนโลยี ฟังทีไรแล้วจะอ๊วก ถามจริง ที่ขายอยู่นี่มีสักรุ่นมั้ยที่มีกล้องช่วยถอย (อย่าไปฝันถึง adaptive cruise อายmazda3)
neg,ขับมาสด้า3อยู่ ตอนเข้าศูนย์ ครั้งนึ่ง ช่่างบอกว่า ถ้าเครื่องเบนซินซื้อได้เลย แต่ดีเซล อย่าาาาาาาาาาาาา ไปยุ่งเชียว ถ้าไม่อยากปวด
neu,มาสด้า 2 มัน ไม่ใช่ eco car นิคับทั้ง เบนซิล ดีเซล
neu,พูดง่ายง่ายคือมันคือฟอร์ดเรนเจอร์ที่อัพเกรดขึ้นใหม่นั่นเองง แบบนี้มีหรอจะไม่ยั่วว
q,Dmaxปี06เทินได้ไหม
neu,แล้วมาสด้า 2 ตัวพับเบาะได้โปรนี้รึเปล่า ตัว 590000
neu,เที่ยวสนุก isuzu จัดให้
neu,ใช่ครับ เห็นมีรถมาสด้ามาเช็คระยะด้วย
neu,ฟิวที่จุดบุหรี่กับไฟ 12v. อยู่ตรงไหนครับ โตโยต้าวีโก้
neu,ถ้า leaf ไม่มา ก็คงม้วนเสื่อกับบ้านหละ ตัวชูโรงชัดๆ ประกอบใน มันต้องราคา ลงมาชน แอคคอร์ด คัมรี่ ได้สิ
neu,Toyota เผยแผนเดินหน้าพัฒนารถยนต์ไฟฟ้าในอนาคต ยืนยัน C-HR EV มาแน่นอน !
neu,คำตอบคือ ข้อ (D) รถ Hilux รุ่น Rocco เป็นรุ่นที่หายไป #HiluxRevoThailand
pos,สนใจ อเมร่า คะ
neu,นิสสันโนต้ผ่อน 4000 ต้องดาวว์กี่แสนคะ
neg,ต่อให้หน้าชนกัน Honda ก็ไม่เหลืออยุ่ดี
neg,ทาง มาสด้า เขาขอแค่ เสนอความคิดเห็น ว่าควรทำอย่างไร ถ้าคนไม่รู้เค้าจะได้รู้ครับ ว่าควรจะทำอย่างไรกับแบตเตอรี่ ถ้าจอดรถไว้นานนานๆถ้าคุณไม่ซื้อก็ไม่ต้องไปว่าให้ทางมาสด้าครับ ไปดูข่าวดีๆครับว่าทำไมต้องมีการฟ้องครับ 🙏🏻🙏🏻🙏🏻😘
neu,น่าสน ให้นุชขับ city ไป
neu,#Takata Effect !! #Thaicarlover #ข่าวรถยนต์ #FordRanger2006
neu,คอนโดโครงการ Parc EXO เกษตร-นวมินทร์ ของ NUSASIRI ค่ะ รับทันทีรถยนต์ Suzuki Swift จำนวน 10 คันเท่านั้น #ParcEXOCondo #NUSASIRI
neg,รถโตโยต้าไมคะ เคยเติมเกบางทีขึ้นช้ามาก ขับไปเปนครึ่งชม.ถึงจะขึ้น
neg,Mazda cx-3 ใหม่ คือไม่ไหวอะ เห็นละทนไม่ได้ สวยเว่อ ไม่มีตังโว้ย 😭
neu,สนใจมาร่วมงานเปิดตัวswiftตัวใหม่ได้ที่โชว์รูมซูซูกิอ่างทองวันพรุ่งนี้ได้น่ะค่ะ
neu,พี่แย้ม พี่ผิน “2 บ่าวผู้ภักดีของแม่นางการะเกด”#ToyotaBuzz #พี่ผิน #พี่แย้ม #MOTOR SHOW ยกมาที่นี่
neu,สนใจ NISSAN NOTE
neu,หลากหลายเหตุผลที่ทำให้ Toyota Fortuner คันนี้โดดเด่นเหนือใคร ทั้งด้านการดีไซน์ ที่สะท้อนความเป็นตัวคุณได้อย่างภาคภูมิ พร้อมสมรรถนะขับขี่ที่สามารถพาคุณ ไปในทุกเส้นทาง เหตุผลไหนที่ใช่คุณ #TOYOTA #ToyotaFortuner #NewLegendOfThePride
neu,mg5 สู้ altis 1.8 na ให้ได้ก่อนมะ
pos,ลองหันมาใช้ ฮุนไดดู คม
pos,รถมือสอง สภาพนางฟ้า คับอยากได้ซีวิคสักคันคับ
neu,วีออส2017เท่าไหร่ครับ
neg,ของเราก็เคยเป็นค่ะ ขับวีออสเหมือนกัน น้ำมันกระพริบ แล้วไปเติมที่ปั๊ม ปตท300บาท ไม่ขึ้นค่ะ ต้องขับไปสักพักค่ะ มันถึงจะขึ้น ((คุณไม่ได้โดนโกงนะค่ะ ลบโพสต์เถอะค่ะ เดียวเขาฟ้องกลับ))
q,Nissan note e-power ปีนี้จะได้เห็นไหมครับ
neu,รัก Honda Civic เพราะเราโตมากับรุ่นนี้เลย นั่งไปเรียนพร้อมกับ “น้อง.พี่.ที่รัก” ของเราทุกวัน มีเรื่องราวและความทรงจำมากมายภายในรถคันนั้น
neu,รีวิว Toyota CH-R http://acarnewsonline.com/testdrive/toyota-ch-r-19-2018
neg,คนไทยบางคนยังไม่เข้าใจ สิทธิ และ หน้าที่ของตน ตามรัฐธรรมนูญ เรื่อง HONDA ห้ามทำ แท็กซี่ จึงเกิดขึ้น
pos,สนใจMG3 ขอโปรดาวนต่ำคะ เครดิตปกติ. จ.ภูเก็ต
neu,ภายในนี่มันมาสด้า2ดีๆนี่ละ 85%เหมือนหยังกับแกะ
pos,"CAMRY HYBRID 2011 2.4 บินซิน ปุ่มสตาร์ท เบาะหนัง พวงมาลัยมัลติ ม่านไฟฟ้า สภาพสมบูรณ์ขับยาวๆ ราคา 185,000 บาท DEADPOOL"
neu,ฟอร์ด เอคโคสปร์ด คันเร่งตอบสนองช้ามากก ช่วงออกตัวและกดคิกดาว กดคันเร่งไปราวๆ 1 วินาที มันถึงจะตอบสนองครับ รถอายุ 4 ปี เป็นตั้งแต่ซื้อมาใหม่ๆ หรือปกติของรถ เพราะช่างบอกว่ารถปกติ หรือเพราะผมไม่ชินครับ เพราะปกติขับกระบะ วีโก้และฟรอนเทียร ขอบคุณครับ
neg,ไทยทำแบบนี้บ้างสิ Fortuner กับ Pajero Sport อ่ะ ทิ่มตากูที แทบบอด
neu,ผมใช้ cx3 อยู่ รถก็มีปัญหาบ้าง แต่ศูนย์บริการ มาสด้า ที่ใช้บริการอยู่ เค้าก็บริการดีครับ พยายามแก้ไขให้เต็มที่ ครับ สงสารหลาย ๆ ศูนย์ที่มีความตั้งใจครับ
pos,รถกระบะแกร่ง ช่วงล่างดี ห้องโดยสารกว้างนั่งสบายต้องนาวาร่า ตัวใหม่เจ๋งสุดๆครับเชื่อมต่อเครื่องเสียงในรถกับโทรศัพท์ สามารถเล่นแอ๊พ ในรถได้อย่างจุใจ ช่วงนี้โปรโมชันพิเศษ ดอกเบี้ย0% ฟรีประกันภัยชั้น1 คุ้มและก็คุ้ม ซื้อรถใหม่เลือกนิสสัน นาวารากันนะครับ
neu,ฟอร์ดเรนเจอร์ผมถูกไปเลย 555 3.2 WT
neg,ไฟหน้าฟอร์จูนเนอร์ไง กากสุด
neu,ไม่ต้องครับ ผมจอง mg3 แค่ 645 บาทเอง
neu,ประชันครอสโอเวอร์สำหรับคนเมือง ครบครันทั้งสไตล์และฟังก์ชั่น
neu,รถโตโยต้าไฮลักซ์รุ่นที่หายไปคือ ข้อ D.Rocco
neg,มีรุ่น Honda Civic เครื่อง 1.8 สีบรอนซ์เงิน เกียร์ออโต้ ราคา ไม่แพงไหมครับ
neu,โตโยต้าเพิ่มสมาชิกใหม่-ตั้งเป้าขึ้นโพเดี้ยมซิ่งระดับโลก
